filename,category,course_number,course_title,session_number,session_date,session_content,session_learning_objectives,course_learning_objectives,lecturer
Course-syllabus-5600124-Worldview lens.docx,Trandisciplinary,5600124,"THE WORLDVIEW LENS: IDEAS, HISTORY & GEOPOLITICS",7,18 Sept,Geopolitics and Global Affairs: Concepts Basic Concepts in Geopolitics Geopolitics in Resource Allocation and Policy The Philosophy behind Democracy and Authoritarianism Postmodernism and Future Philosophical Trends,,"1. Identify and articulate the fundamental principles of key philosophical schools of thought and social theories.
2. Analyze significant historical events and movements, and assess their impact on contemporary global perspectives and state formations.
3. Evaluate and interpret key concepts in geopolitics, including global power dynamics, conflicts, and resource distribution, to understand current international relations.
Learning Contents/ Learning Schedule
AR, Chaloem Rajakumari 60 Building , 9.00 – 12.00 on Thursdays
14.3 Learning Outcomes",Khatthaleeya
Course-syllabus-5600124-Worldview lens.docx,Trandisciplinary,5600124,"THE WORLDVIEW LENS: IDEAS, HISTORY & GEOPOLITICS",8,2 Oct.,"Geopolitics and Global Affairs: Current Issues Global Migration Situation Global Migration, Emerging Geopolitical Challenges and Implications",,"1. Identify and articulate the fundamental principles of key philosophical schools of thought and social theories.
2. Analyze significant historical events and movements, and assess their impact on contemporary global perspectives and state formations.
3. Evaluate and interpret key concepts in geopolitics, including global power dynamics, conflicts, and resource distribution, to understand current international relations.
Learning Contents/ Learning Schedule
AR, Chaloem Rajakumari 60 Building , 9.00 – 12.00 on Thursdays
14.3 Learning Outcomes",Khatthaleeya
Course-syllabus-5600124-Worldview lens.docx,Trandisciplinary,5600124,"THE WORLDVIEW LENS: IDEAS, HISTORY & GEOPOLITICS",9,9 Oct,Case Studies and Real-world Applications 2 Guest Lecturer Quiz,,"1. Identify and articulate the fundamental principles of key philosophical schools of thought and social theories.
2. Analyze significant historical events and movements, and assess their impact on contemporary global perspectives and state formations.
3. Evaluate and interpret key concepts in geopolitics, including global power dynamics, conflicts, and resource distribution, to understand current international relations.
Learning Contents/ Learning Schedule
AR, Chaloem Rajakumari 60 Building , 9.00 – 12.00 on Thursdays
14.3 Learning Outcomes",Khatthaleeya & Guest Lecturer
Course-syllabus-5600124-Worldview lens.docx,Trandisciplinary,5600124,"THE WORLDVIEW LENS: IDEAS, HISTORY & GEOPOLITICS",10,16 Oct,"Global Securities and Regional Conflicts Geopolitical Hotspots and Conflicts Global Securities Refugee Issue, Human Rights, and ASEAN Implications",,"1. Identify and articulate the fundamental principles of key philosophical schools of thought and social theories.
2. Analyze significant historical events and movements, and assess their impact on contemporary global perspectives and state formations.
3. Evaluate and interpret key concepts in geopolitics, including global power dynamics, conflicts, and resource distribution, to understand current international relations.
Learning Contents/ Learning Schedule
AR, Chaloem Rajakumari 60 Building , 9.00 – 12.00 on Thursdays
14.3 Learning Outcomes",Bhanubhatra
Course-syllabus-5600124-Worldview lens.docx,Trandisciplinary,5600124,"THE WORLDVIEW LENS: IDEAS, HISTORY & GEOPOLITICS",11,30 Oct,"Politics of the East Social, Economic, and Politics of Korea, China, and Japan The East and Its Global Roles Emerging Geopolitical Challenges",,"1. Identify and articulate the fundamental principles of key philosophical schools of thought and social theories.
2. Analyze significant historical events and movements, and assess their impact on contemporary global perspectives and state formations.
3. Evaluate and interpret key concepts in geopolitics, including global power dynamics, conflicts, and resource distribution, to understand current international relations.
Learning Contents/ Learning Schedule
AR, Chaloem Rajakumari 60 Building , 9.00 – 12.00 on Thursdays
14.3 Learning Outcomes",Pongphisoot
Course-syllabus-5600124-Worldview lens.docx,Trandisciplinary,5600124,"THE WORLDVIEW LENS: IDEAS, HISTORY & GEOPOLITICS",12,6 Nov,The South World and Its Relevance Geopolitics of the South Emerging Geopolitical Challenges,,"1. Identify and articulate the fundamental principles of key philosophical schools of thought and social theories.
2. Analyze significant historical events and movements, and assess their impact on contemporary global perspectives and state formations.
3. Evaluate and interpret key concepts in geopolitics, including global power dynamics, conflicts, and resource distribution, to understand current international relations.
Learning Contents/ Learning Schedule
AR, Chaloem Rajakumari 60 Building , 9.00 – 12.00 on Thursdays
14.3 Learning Outcomes",Pongphisoot
Course-syllabus-5600124-Worldview lens.docx,Trandisciplinary,5600124,"THE WORLDVIEW LENS: IDEAS, HISTORY & GEOPOLITICS",13,13 Nov,"Americas and Europe in World Stage Theoretical Concept and the Industrial Revolution Americas and Europe, Their Roles and Power Today",,"1. Identify and articulate the fundamental principles of key philosophical schools of thought and social theories.
2. Analyze significant historical events and movements, and assess their impact on contemporary global perspectives and state formations.
3. Evaluate and interpret key concepts in geopolitics, including global power dynamics, conflicts, and resource distribution, to understand current international relations.
Learning Contents/ Learning Schedule
AR, Chaloem Rajakumari 60 Building , 9.00 – 12.00 on Thursdays
14.3 Learning Outcomes",Pongphisoot
Course-syllabus-5600124-Worldview lens.docx,Trandisciplinary,5600124,"THE WORLDVIEW LENS: IDEAS, HISTORY & GEOPOLITICS",14,20 Nov,Case Studies and Real-world Applications 2 Guest Lecturer Quiz,,"1. Identify and articulate the fundamental principles of key philosophical schools of thought and social theories.
2. Analyze significant historical events and movements, and assess their impact on contemporary global perspectives and state formations.
3. Evaluate and interpret key concepts in geopolitics, including global power dynamics, conflicts, and resource distribution, to understand current international relations.
Learning Contents/ Learning Schedule
AR, Chaloem Rajakumari 60 Building , 9.00 – 12.00 on Thursdays
14.3 Learning Outcomes",Pongphisoot & Guest Lecturer
2225101 Korean Language.docx,Gen-Language,2225101,Korean Language 1,1,08/08/24,Orientation + Chapter 1 Alphabets (Alphabets : Beginning Consonants),Acquire a foundational understanding of Korean Alphabets (Consonants),"1. Students have understanding on Korean alphabets and can write Korean letter in proper way.
2. Students have basic reading, writing and conversational skills in Korean language.
3. Students can use Korean to make a conversation in general topics.
4. Students can use website or supportive AI to search for information needed in the future.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, Thursday 09.00-12.00 (TBD)
Method
14.4 Media",Aj.Prapat
2225101 Korean Language.docx,Gen-Language,2225101,Korean Language 1,2,15/08/24,Chapter 1 Alphabets (Alphabets : Vowels),Acquire a foundational understanding of Korean Alphabets (Vowels),"1. Students have understanding on Korean alphabets and can write Korean letter in proper way.
2. Students have basic reading, writing and conversational skills in Korean language.
3. Students can use Korean to make a conversation in general topics.
4. Students can use website or supportive AI to search for information needed in the future.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, Thursday 09.00-12.00 (TBD)
Method
14.4 Media",Aj. Prapat
2225101 Korean Language.docx,Gen-Language,2225101,Korean Language 1,3,4,Others Class attendance and attribution,,"1. Students have understanding on Korean alphabets and can write Korean letter in proper way.
2. Students have basic reading, writing and conversational skills in Korean language.
3. Students can use Korean to make a conversation in general topics.
4. Students can use website or supportive AI to search for information needed in the future.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, Thursday 09.00-12.00 (TBD)
Method
14.4 Media",
2225101 Korean Language.docx,Gen-Language,2225101,Korean Language 1,4,29/08/24,"Chapter 2 Introduction (Self Introduction : Introduce name, occupation and nationality)",Exhibit a comprehensive understanding of Self Introduction in Korean,"1. Students have understanding on Korean alphabets and can write Korean letter in proper way.
2. Students have basic reading, writing and conversational skills in Korean language.
3. Students can use Korean to make a conversation in general topics.
4. Students can use website or supportive AI to search for information needed in the future.
Learning Contents/ Learning Schedule
Classroom and Time: Chamchuri 10th Building, room 301, Thursday 09.00-12.00 (TBD)
Method
14.4 Media",Aj. Prapat & Aj. Hyeseon
